DZCode,DZName,TotPop2022,area_hectares,area_km2
S01017184,Dalmarnock - 02,558,57.94,0.579493
S01017185,Dalmarnock - 03,831,9.45,0.094615
S01017186,Dalmarnock - 04,684,12.84,0.128456
S01017187,Dalmarnock - 05,787,13,0.129933
S01017188,Dalmarnock - 06,726,11.89,0.118921
S01017189,Parkhead West and Barrowfield - 01,930,7.71,0.077021
S01017190,Parkhead West and Barrowfield - 02,803,7.78,0.077772
S01017191,Parkhead West and Barrowfield - 03,827,8.69,0.086934
S01017192,Parkhead West and Barrowfield - 04,957,70.83,0.708462
S01017193,Barrowfield Central - 01,944,28.45,0.284491
S01017194,Barrowfield Central - 02,779,33.43,0.334213
S01017195,Barrowfield Central - 03,776,27.93,0.279329
S01017196,Barrowfield Central - 04,1051,40.71,0.407007
S01017197,Barrowfield Central - 05,464,10.3,0.102979
S01017198,Parkhead East and Braidfauld North - 01,610,11,0.11005
S01017199,Parkhead East and Braidfauld North - 02,563,10.01,0.100038
S01017200,Parkhead East and Braidfauld North - 03,647,6.71,0.067193
S01017201,Parkhead East and Braidfauld North - 04,607,52.12,0.521222
S01017202,Parkhead East and Braidfauld North - 05,828,10.38,0.103798
S01017203,Braidfauld - 01,497,10.43,0.10426
S01017204,Braidfauld - 02,912,17.37,0.173651
S01017205,Braidfauld - 03,913,14.75,0.147421
S01017206,Braidfauld - 04,471,9.37,0.093651
S01017207,Braidfauld - 05,759,26.9,0.268822
S01017208,Braidfauld West - 01,731,9.24,0.092463
S01017209,Braidfauld West - 02,671,79.16,0.791627
S01017210,Braidfauld West - 03,803,13.33,0.133299
S01017211,Braidfauld West - 04,806,9.22,0.09223
S01017212,Shettleston South - 01,750,19.74,0.197431
S01017213,Shettleston South - 02,552,12.39,0.123831
S01017214,Shettleston South - 03,728,195.45,1.954446
S01017215,Shettleston South - 04,733,16.14,0.161254
S01017216,Shettleston South - 05,726,14.92,0.149272
S01017217,Carmyle and Mount Vernon South - 01,716,329.04,3.290501
S01017218,Carmyle and Mount Vernon South - 02,607,15.79,0.157919
S01017219,Carmyle and Mount Vernon South - 03,611,10.67,0.106867
S01017220,Carmyle and Mount Vernon South - 04,578,19.91,0.19912
S01017221,Mount Vernon North and Sandyhills - 01,569,18.68,0.186764
S01017222,Mount Vernon North and Sandyhills - 02,827,44.23,0.442196
S01017223,Mount Vernon North and Sandyhills - 03,630,28.44,0.284378
S01017224,Mount Vernon North and Sandyhills - 04,595,19.97,0.199694
S01017225,Mount Vernon North and Sandyhills - 05,786,39.67,0.396658
S01017226,Baillieston West - 01,588,10,0.099986
S01017227,Baillieston West - 02,800,20.11,0.201073
S01017228,Baillieston West - 03,655,19.87,0.198681
S01017229,Baillieston West - 04,823,15.35,0.153475
S01017230,Baillieston West - 05,552,9.95,0.09958
S01017231,Baillieston East - 01,947,25.51,0.255034
S01017232,Baillieston East - 02,545,20.23,0.202361
S01017233,Baillieston East - 03,864,17.23,0.172288
S01017234,Baillieston East - 04,781,18.47,0.184809
S01017235,Baillieston East - 05,725,15.23,0.152332
S01017236,Baillieston South - 01,897,29.27,0.292744
S01017237,Baillieston South - 02,796,28.33,0.283344
S01017238,Baillieston South - 03,657,22.13,0.22135
S01017239,Baillieston South - 04,559,22.64,0.226468
S01017240,Baillieston South - 05,945,27.35,0.273513
S01017241,Garrowhill West - 01,626,12.08,0.12085
S01017242,Garrowhill West - 02,582,17.72,0.177253
S01017243,Garrowhill West - 03,642,15.27,0.152809
S01017244,Garrowhill West - 04,674,34.18,0.341782
S01017245,Garrowhill West - 05,682,12.19,0.121995
S01017246,Garrowhill West - 06,650,14.27,0.142756
S01017247,Garrowhill East and Swinton - 01,744,29.73,0.297336
S01017248,Garrowhill East and Swinton - 02,685,17.52,0.175183
S01017249,Garrowhill East and Swinton - 03,656,11.97,0.11985
S01017250,Garrowhill East and Swinton - 04,1037,59.97,0.599624
S01017251,Garrowhill East and Swinton - 05,898,23.34,0.233493
S01017252,Easterhouse East - 01,513,953.25,9.532489
S01017253,Easterhouse East - 02,750,10.19,0.102004
S01017254,Easterhouse East - 03,830,20.27,0.202649
S01017255,Easterhouse East - 04,383,6.66,0.066618
S01017256,Easterhouse East - 05,686,72.67,0.726809
S01017257,Central Easterhouse - 01,819,34.48,0.344798
S01017258,Central Easterhouse - 02,697,32.12,0.321057
S01017259,Central Easterhouse - 03,982,27.06,0.270545
S01017260,"Garthamlock, Auchinlea and Gartloch - 01",672,13.6,0.136049
S01017261,"Garthamlock, Auchinlea and Gartloch - 02",733,8.31,0.083075
S01017262,"Garthamlock, Auchinlea and Gartloch - 03",406,6,0.06
S01017263,"Garthamlock, Auchinlea and Gartloch - 04",824,13.59,0.135955
S01017264,"Garthamlock, Auchinlea and Gartloch - 05",651,8.58,0.085735
S01017265,"Garthamlock, Auchinlea and Gartloch - 06",954,71.53,0.715381
S01017266,North Barlanark and Easterhouse South - 01,750,19.38,0.193709
S01017267,North Barlanark and Easterhouse South - 02,495,13.21,0.132144
S01017268,North Barlanark and Easterhouse South - 03,552,5.68,0.056905
S01017269,North Barlanark and Easterhouse South - 04,573,7.57,0.075674
S01017270,North Barlanark and Easterhouse South - 05,467,5.15,0.051562
S01017271,North Barlanark and Easterhouse South - 06,471,24.85,0.248535
S01017272,Barlanark - 01,746,10.18,0.101757
S01017273,Barlanark - 02,647,10.16,0.101711
S01017274,Barlanark - 03,431,6.79,0.067959
S01017275,Barlanark - 04,731,21.84,0.218384
S01017276,Barlanark - 05,598,11.38,0.113848
S01017277,Barlanark - 06,560,4.33,0.043195
S01017278,Barlanark - 07,771,115.25,1.152523
S01017279,Barlanark - 08,883,50.28,0.502785
S01017280,Greenfield - 01,816,29.24,0.292366
S01017281,Greenfield - 02,867,28.77,0.28786
S01017282,Greenfield - 03,651,21,0.210065
S01017283,Greenfield - 04,1006,15.38,0.153752
S01017284,Greenfield - 05,758,11.3,0.112993
S01017285,Greenfield - 06,764,20.64,0.206481
S01017286,Shettleston North - 01,825,10.5,0.104871
S01017287,Shettleston North - 02,862,16.82,0.16816
S01017288,Shettleston North - 03,901,18.31,0.183064
S01017289,Shettleston North - 04,767,22.01,0.220251
S01017290,Shettleston North - 05,893,9.75,0.097495
S01017291,Tollcross - 01,709,8.35,0.083439
S01017292,Tollcross - 02,726,12.41,0.124113
S01017293,Tollcross - 03,801,8.06,0.080631
S01017294,Tollcross - 04,721,8.15,0.081626
S01017295,Tollcross - 05,644,4.73,0.047176
S01017296,Old Shettleston and Parkhead North - 01,924,17.24,0.172381
S01017297,Old Shettleston and Parkhead North - 02,611,10.63,0.106329
S01017298,Old Shettleston and Parkhead North - 03,969,43.64,0.436482
S01017299,Old Shettleston and Parkhead North - 04,1143,20.81,0.208093
S01017300,Old Shettleston and Parkhead North - 05,886,21.59,0.215917
S01017301,Old Shettleston and Parkhead North - 06,786,12.06,0.120594
S01017302,Carntyne - 01,716,17.78,0.177899
S01017303,Carntyne - 02,941,19.38,0.193828
S01017304,Carntyne - 03,864,16.6,0.165876
S01017305,Carntyne - 04,764,18.28,0.182754
S01017306,"Cranhill, Lightburn and Queenslie South - 01",480,9.36,0.09354
S01017307,"Cranhill, Lightburn and Queenslie South - 02",598,9.99,0.099823
S01017308,"Cranhill, Lightburn and Queenslie South - 03",803,16.82,0.168178
S01017309,"Cranhill, Lightburn and Queenslie South - 04",716,22.46,0.224619
S01017310,"Cranhill, Lightburn and Queenslie South - 05",486,2.96,0.029603
S01017311,"Cranhill, Lightburn and Queenslie South - 06",624,26.9,0.26904
S01017312,"Cranhill, Lightburn and Queenslie South - 07",841,15.28,0.15288
S01017313,"Cranhill, Lightburn and Queenslie South - 08",856,12.94,0.129277
S01017314,"Cranhill, Lightburn and Queenslie South - 09",841,20.07,0.200709
S01017315,Craigend and Ruchazie - 01,724,20.34,0.203422
S01017316,Craigend and Ruchazie - 02,1100,20.87,0.208542
S01017317,Craigend and Ruchazie - 03,723,13.97,0.139712
S01017318,Craigend and Ruchazie - 04,478,13.12,0.131092
S01017319,Craigend and Ruchazie - 05,734,27.95,0.279479
S01017320,Craigend and Ruchazie - 06,459,5.53,0.055335
S01017321,Craigend and Ruchazie - 07,1011,22.76,0.227639
S01017322,Riddrie and Hogganfield - 01,749,10.24,0.102504
S01017323,Riddrie and Hogganfield - 02,751,21.98,0.219848
S01017324,Riddrie and Hogganfield - 03,1355,37.01,0.370075
S01017325,Riddrie and Hogganfield - 04,498,11.63,0.116272
S01017326,Riddrie and Hogganfield - 05,702,16.82,0.168227
S01017327,Riddrie and Hogganfield - 06,714,17.2,0.17193
S01017328,Riddrie and Hogganfield - 07,921,21.9,0.218967
S01017329,Blackhill and Barmulloch East - 01,780,12.54,0.125483
S01017330,Blackhill and Barmulloch East - 02,682,20.83,0.208313
S01017331,Blackhill and Barmulloch East - 03,717,17.05,0.170435
S01017332,Blackhill and Barmulloch East - 04,581,36.08,0.360857
S01017333,Blackhill and Barmulloch East - 05,465,15.29,0.15292
S01017334,Blackhill and Barmulloch East - 06,603,23.65,0.236496
S01017335,Blackhill and Barmulloch East - 07,777,12.44,0.124406
S01017336,Robroyston and Millerston - 01,615,10.91,0.109106
S01017337,Robroyston and Millerston - 02,533,49.01,0.490122
S01017338,Robroyston and Millerston - 03,933,16.77,0.167608
S01017339,Robroyston and Millerston - 04,873,17.37,0.173741
S01017340,Robroyston and Millerston - 05,673,12.48,0.124847
S01017341,Robroyston South - 01,598,24.87,0.248758
S01017342,Robroyston South - 02,507,11.84,0.118365
S01017343,Robroyston South - 03,744,249.83,2.498356
S01017344,Robroyston South - 04,840,13.01,0.130099
S01017345,Robroyston South - 05,774,42.53,0.425376
S01017346,Balornock - 01,622,13.24,0.132469
S01017347,Balornock - 02,766,25.84,0.258379
S01017348,Balornock - 03,603,21.22,0.212136
S01017349,Balornock - 04,610,12.81,0.12814
S01017350,Balornock - 05,815,15.55,0.155542
S01017351,Balornock - 06,1079,76.96,0.769537
S01017352,Barmulloch - 01,582,18.34,0.183381
S01017353,Barmulloch - 02,665,17.65,0.176571
S01017354,Barmulloch - 03,611,23.59,0.235867
S01017355,Barmulloch - 04,782,11.19,0.111914
S01017356,Petershill - 01,621,10.84,0.108455
S01017357,Petershill - 02,937,12.19,0.121801
S01017358,Petershill - 03,513,7.72,0.077205
S01017359,Petershill - 04,919,28.73,0.287254
S01017360,Petershill - 05,567,63.64,0.636401
S01017361,Springburn - 01,835,47.75,0.477475
S01017362,Springburn - 02,846,27.7,0.276939
S01017363,Springburn - 03,1120,17.19,0.171806
S01017364,Springburn - 04,870,14.36,0.143531
S01017365,Springburn East and Cowlairs - 01,887,20.05,0.200527
S01017366,Springburn East and Cowlairs - 02,881,33.09,0.330854
S01017367,Springburn East and Cowlairs - 03,574,4.51,0.045006
S01017368,Springburn East and Cowlairs - 04,606,7.02,0.070099
S01017369,Springburn East and Cowlairs - 05,968,14.27,0.142842
S01017370,Cowlairs and Port Dundas - 01,480,55.78,0.557882
S01017371,Cowlairs and Port Dundas - 02,704,61.89,0.618932
S01017372,Cowlairs and Port Dundas - 03,849,53.49,0.534772
S01017373,Cowlairs and Port Dundas - 04,502,8.25,0.082363
S01017374,Cowlairs and Port Dundas - 05,1031,44.63,0.446294
S01017375,"Roystonhill, Blochairn, and Provanmill - 01",1084,72.34,0.723365
S01017376,"Roystonhill, Blochairn, and Provanmill - 02",527,50.58,0.50582
S01017377,"Roystonhill, Blochairn, and Provanmill - 03",737,8.34,0.083251
S01017378,"Roystonhill, Blochairn, and Provanmill - 04",769,10.83,0.108202
S01017379,"Roystonhill, Blochairn, and Provanmill - 05",799,55.84,0.558305
S01017380,"Roystonhill, Blochairn, and Provanmill - 06",818,7.89,0.078994
S01017381,"Roystonhill, Blochairn, and Provanmill - 07",772,12.35,0.123557
S01017382,"Roystonhill, Blochairn, and Provanmill - 08",763,11.59,0.115899
S01017383,Dennistoun North - 01,979,20.46,0.204506
S01017384,Dennistoun North - 02,798,11.13,0.111299
S01017385,Dennistoun North - 03,745,9.21,0.092128
S01017386,Dennistoun North - 04,671,3.85,0.038485
S01017387,Dennistoun North - 05,739,8.13,0.081204
S01017388,Alexandra Parade - 01,748,7.42,0.074353
S01017389,Alexandra Parade - 02,665,5,0.04996
S01017390,Alexandra Parade - 03,931,58.64,0.586337
S01017391,Carntyne West and Haghill - 01,617,4.88,0.048673
S01017392,Carntyne West and Haghill - 02,974,4.02,0.040125
S01017393,Carntyne West and Haghill - 03,573,20.78,0.207771
S01017394,Carntyne West and Haghill - 04,847,21.2,0.211977
S01017395,Carntyne West and Haghill - 05,737,19.6,0.195957
S01017396,Dennistoun - 01,833,3.81,0.037958
S01017397,Dennistoun - 02,649,4.08,0.040912
S01017398,Dennistoun - 03,729,3.84,0.038481
S01017399,Dennistoun - 04,585,3.59,0.035862
S01017400,Dennistoun - 05,591,7.38,0.073676
S01017401,Dennistoun - 06,637,5.23,0.052411
S01017402,Gallowgate North and Bellgrove - 01,882,17.29,0.172863
S01017403,Gallowgate North and Bellgrove - 02,924,13,0.130148
S01017404,Gallowgate North and Bellgrove - 03,927,5.4,0.054026
S01017405,Gallowgate North and Bellgrove - 04,1874,18.46,0.184618
S01017406,Gallowgate North and Bellgrove - 05,378,2.25,0.022514
S01017407,Gallowgate North and Bellgrove - 06,1415,3.74,0.037306
S01017408,City Centre East - 01,1518,14.02,0.140142
S01017409,City Centre East - 02,809,4.16,0.041676
S01017410,City Centre East - 03,1394,28.4,0.284134
S01017411,City Centre East - 04,3553,27.32,0.273101
S01017412,City Centre East - 05,1342,56.78,0.56768
S01017413,City Centre East - 06,676,6.28,0.062703
S01017414,City Centre East - 07,934,17.14,0.171382
S01017415,City Centre East - 08,935,6.17,0.061564
S01017416,City Centre West - 01,678,6.67,0.066756
S01017417,City Centre West - 02,751,10.1,0.101045
S01017418,City Centre West - 03,840,8.62,0.086345
S01017419,City Centre West - 04,488,3.03,0.030346
S01017420,City Centre West - 05,1575,34.19,0.342029
S01017421,City Centre West - 06,717,4.98,0.049777
S01017422,City Centre West - 07,1427,16.05,0.160524
S01017423,City Centre South - 01,569,1.07,0.010669
S01017424,City Centre South - 02,398,5.52,0.055115
S01017425,City Centre South - 03,907,27.82,0.278124
S01017426,City Centre South - 04,1119,26.97,0.269811
S01017427,City Centre South - 05,999,55.53,0.555204
S01017428,Anderston - 01,1050,23.34,0.233372
S01017429,Anderston - 02,547,11.05,0.110428
S01017430,Anderston - 03,723,3.16,0.031661
S01017431,Anderston - 04,682,4.96,0.049505
S01017432,Anderston - 05,972,10.04,0.100392
S01017433,Anderston - 06,855,5.59,0.055889
S01017434,Finnieston and Kelvinhaugh - 01,977,19.46,0.194544
S01017435,Finnieston and Kelvinhaugh - 02,839,4.51,0.044925
S01017436,Finnieston and Kelvinhaugh - 03,746,5.29,0.052855
S01017437,Finnieston and Kelvinhaugh - 04,1288,10.65,0.106382
S01017438,Yorkhill - 01,1005,4.72,0.047142
S01017439,Yorkhill - 02,1554,87.63,0.876372
S01017440,Yorkhill - 03,1161,5.11,0.051108
S01017441,Yorkhill - 04,2432,9.93,0.099205
S01017442,Woodlands - 01,914,12.07,0.120597
S01017443,Woodlands - 02,812,6.53,0.065275
S01017444,Woodlands - 03,1019,7.93,0.079195
S01017445,Woodlands - 04,593,3.91,0.039102
S01017446,Kelvinbridge South - 01,1189,8.24,0.08253
S01017447,Kelvinbridge South - 02,844,4.1,0.04106
S01017448,Kelvinbridge South - 03,1032,5.89,0.058879
S01017449,Kelvinbridge South - 04,706,2.75,0.027583
S01017450,Woodside - 01,1065,13.37,0.133801
S01017451,Woodside - 02,829,6,0.06006
S01017452,Woodside - 03,619,3.63,0.036276
S01017453,Woodside - 04,929,6.55,0.065409
S01017454,Firhill - 01,404,5.61,0.056199
S01017455,Firhill - 02,768,5.35,0.053555
S01017456,Firhill - 03,709,23.57,0.235704
S01017457,Firhill - 04,741,8.66,0.086587
S01017458,Firhill - 05,954,7.53,0.075289
S01017459,Firhill - 06,625,5.99,0.05986
S01017460,Firhill - 07,712,3.79,0.037806
S01017461,Firhill - 08,1088,14.78,0.147776
S01017462,Keppochhill - 01,480,32.1,0.320926
S01017463,Keppochhill - 02,666,8.46,0.084599
S01017464,Keppochhill - 03,754,17.03,0.170321
S01017465,Keppochhill - 04,873,13.51,0.135102
S01017466,Keppochhill - 05,615,4.53,0.045338
S01017467,Keppochhill - 06,890,11.98,0.11984
S01017468,Keppochhill - 07,451,5.3,0.053002
S01017469,Ruchill - 01,998,12.18,0.121715
S01017470,Ruchill - 02,698,9.42,0.094167
S01017471,Ruchill - 03,813,7.56,0.075651
S01017472,Ruchill - 04,924,22.04,0.220387
S01017473,Ruchill Park - 01,872,12.56,0.125523
S01017474,Ruchill Park - 02,789,27.9,0.279004
S01017475,Ruchill Park - 03,2050,11.12,0.111223
S01017476,Ruchill Park - 04,828,15.89,0.158961
S01017477,Possil Park - 01,633,14.98,0.1499
S01017478,Possil Park - 02,732,30.35,0.303468
S01017479,Possil Park - 03,910,19.66,0.19659
S01017480,Possil Park - 04,669,23.31,0.232974
S01017481,Possil Park - 05,567,10.65,0.106573
S01017482,Possil Park - 06,960,14.28,0.142843
S01017483,Possil Park - 07,1096,45.28,0.452818
S01017484,Possil Park - 08,583,29.6,0.295974
S01017485,Milton West - 01,595,8.38,0.08374
S01017486,Milton West - 02,926,14.26,0.142761
S01017487,Milton West - 03,853,34.27,0.342688
S01017488,Milton West - 04,1038,33.83,0.338207
S01017489,Milton West - 05,1070,43.82,0.438311
S01017490,Milton East - 01,903,20.83,0.20843
S01017491,Milton East - 02,626,5.58,0.055793
S01017492,Milton East - 03,775,16.13,0.161283
S01017493,Milton East - 04,521,7.7,0.076992
S01017494,Milton East - 05,561,12.94,0.129387
S01017495,Summerston Central and West - 01,784,8.03,0.080288
S01017496,Summerston Central and West - 02,637,9.28,0.09278
S01017497,Summerston Central and West - 03,533,9.43,0.09432
S01017498,Summerston Central and West - 04,800,12.54,0.125387
S01017499,Summerston Central and West - 05,711,12.17,0.121717
S01017500,Summerston Central and West - 06,854,716.6,7.166002
S01017501,Summerston North - 01,898,22.66,0.226687
S01017502,Summerston North - 02,1166,103.81,1.038062
S01017503,Summerston North - 03,791,11.15,0.111556
S01017504,Summerston North - 04,809,18.19,0.181943
S01017505,Maryhill East - 01,1031,11.13,0.111302
S01017506,Maryhill East - 02,877,36.78,0.367706
S01017507,Maryhill East - 03,540,15.16,0.151642
S01017508,Maryhill East - 04,1018,14.89,0.148778
S01017509,Maryhill West - 01,722,7.71,0.077134
S01017510,Maryhill West - 02,854,8.7,0.086995
S01017511,Maryhill West - 03,816,21.39,0.213938
S01017512,Maryhill West - 04,500,4.74,0.047294
S01017513,Wyndford - 01,866,5.57,0.055915
S01017514,Wyndford - 02,908,17.78,0.177902
S01017515,Wyndford - 03,782,9.96,0.09969
S01017516,Wyndford - 04,685,14.66,0.146625
S01017517,Wyndford - 05,702,8.04,0.080401
S01017518,Kelvindale - 01,785,14.92,0.14913
S01017519,Kelvindale - 02,969,14.2,0.141964
S01017520,Kelvindale - 03,910,22.38,0.22379
S01017521,Kelvindale - 04,1017,18.31,0.183029
S01017522,Kelvindale - 05,1165,17.47,0.174724
S01017523,Kelvindale - 06,630,8.44,0.084512
S01017524,Kelvindale - 07,847,17.29,0.1729
S01017525,North Kelvin - 01,667,6.05,0.060492
S01017526,North Kelvin - 02,738,18.11,0.181067
