DZCode,DZName,TotPop2022,area_hectares,area_km2
S01019054,Carrickstone - 06,1136,27.7,0.276944
S01019055,Balloch West - 01,592,12.91,0.129071
S01019056,Balloch West - 02,625,16.18,0.161749
S01019057,Balloch West - 03,701,25.49,0.254818
S01019058,Balloch West - 04,871,46.46,0.464504
S01019059,Balloch West - 05,493,12.57,0.125762
S01019060,Balloch East - 01,550,22.95,0.229469
S01019061,Balloch East - 02,461,28.22,0.282178
S01019062,Balloch East - 03,799,83.64,0.836282
S01019063,Balloch East - 04,758,14.59,0.14599
S01019064,Klisyth East - 01,682,44.91,0.449145
S01019065,Klisyth East - 02,648,22.12,0.221216
S01019066,Klisyth East - 03,649,11.67,0.116794
S01019067,Klisyth East - 04,1004,36.41,0.364002
S01019068,Klisyth East - 05,665,58.47,0.584695
S01019069,Klisyth East - 06,527,10.69,0.10684
S01019070,"Croy, Dullatar and Banton - 01",457,15.03,0.150348
S01019071,"Croy, Dullatar and Banton - 02",1014,32.63,0.326461
S01019072,"Croy, Dullatar and Banton - 03",692,40.66,0.406589
S01019073,"Croy, Dullatar and Banton - 04",749,582.59,5.825953
S01019074,"Croy, Dullatar and Banton - 05",688,17.05,0.170558
S01019075,"Croy, Dullatar and Banton - 06",786,1207.9,12.078887
S01019076,Kilsyth Bogside - 01,801,13.37,0.133573
S01019077,Kilsyth Bogside - 02,644,16.63,0.16638
S01019078,Kilsyth Bogside - 03,786,16.49,0.164747
S01019079,Kilsyth Bogside - 04,928,87.6,0.875863
S01019080,Balmalloch - 01,536,11.36,0.113718
S01019081,Balmalloch - 02,834,24.37,0.243685
S01019082,Balmalloch - 03,542,18.48,0.184813
S01019083,Balmalloch - 04,532,20.01,0.200072
S01019084,Balmalloch - 05,649,14.56,0.145601
S01019085,Balmalloch - 06,649,3864.36,38.643499
S01019086,"Stromness, Sandwick and Stenness - 01",644,31.92,0.319039
S01019087,"Stromness, Sandwick and Stenness - 02",501,44.4,0.44398
S01019088,"Stromness, Sandwick and Stenness - 03",438,1540.67,15.406654
S01019089,"Stromness, Sandwick and Stenness - 04",555,79.58,0.795789
S01019090,"Stromness, Sandwick and Stenness - 05",822,7585.79,75.85788
S01019091,West Mainland - 01,721,1346.76,13.467542
S01019092,West Mainland - 02,772,5352.69,53.526817
S01019093,West Mainland - 03,1118,6320.4,63.204093
S01019094,West Mainland - 04,965,8536.74,85.367496
S01019095,West Mainland - 05,640,5175.49,51.754929
S01019096,East Mainland - 01,594,1863.15,18.631532
S01019097,East Mainland - 02,818,4126.32,41.263199
S01019098,East Mainland - 03,508,2637.28,26.372846
S01019099,East Mainland - 04,797,231.14,2.31143
S01019100,East Mainland - 05,805,4338.36,43.383691
S01019101,East Mainland - 06,815,290.48,2.904814
S01019102,West Kirkwall - 01,600,115.64,1.156441
S01019103,West Kirkwall - 02,589,22.04,0.220474
S01019104,West Kirkwall - 03,768,17.8,0.17795
S01019105,West Kirkwall - 04,631,25.86,0.258623
S01019106,West Kirkwall - 05,544,52.67,0.526622
S01019107,West Kirkwall - 06,607,25.47,0.254628
S01019108,East Kirkwall - 01,607,30.18,0.301847
S01019109,East Kirkwall - 02,843,21.36,0.213561
S01019110,East Kirkwall - 03,485,29.25,0.292541
S01019111,East Kirkwall - 04,619,30.21,0.302018
S01019112,Isles - 01,495,16199.22,161.992119
S01019113,Isles - 02,988,5106.88,51.068811
S01019114,Isles - 03,455,1055.36,10.553631
S01019115,Isles - 04,561,8484.57,84.845646
S01019116,Isles - 05,881,9465.6,94.655993
S01019117,Isles - 06,776,8863.24,88.632353
S01019118,"Powmill, Cleish and Scotlandwell - 01",810,2420.83,24.208369
S01019119,"Powmill, Cleish and Scotlandwell - 02",1119,1612.36,16.123548
S01019120,"Powmill, Cleish and Scotlandwell - 03",866,2846.01,28.460329
S01019121,"Powmill, Cleish and Scotlandwell - 04",827,1745.57,17.455556
S01019122,"Powmill, Cleish and Scotlandwell - 05",751,3174.85,31.748537
S01019123,Kinross - 01,1119,46.99,0.469827
S01019124,Kinross - 02,767,21.29,0.213055
S01019125,Kinross - 03,632,15.83,0.158382
S01019126,Kinross - 04,516,64.19,0.641872
S01019127,Kinross - 05,886,64.23,0.642244
S01019128,Kinross - 06,955,25.12,0.251056
S01019129,Milnathort and Crook of Devon - 01,763,721.99,7.219757
S01019130,Milnathort and Crook of Devon - 02,617,8221.48,82.214817
S01019131,Milnathort and Crook of Devon - 03,912,36.85,0.368515
S01019132,Milnathort and Crook of Devon - 04,1083,42.39,0.423857
S01019133,Milnathort and Crook of Devon - 05,690,4531.5,45.315103
S01019134,"Muthill, Greenloaning and Gleneagles - 01",447,3205.48,32.054908
S01019135,"Muthill, Greenloaning and Gleneagles - 02",700,7484.79,74.84781
S01019136,"Muthill, Greenloaning and Gleneagles - 03",1011,4154.49,41.545015
S01019137,"Muthill, Greenloaning and Gleneagles - 04",657,4705.67,47.056746
S01019138,"Muthill, Greenloaning and Gleneagles - 05",881,4347.09,43.470898
S01019139,Auchterarder - 01,1000,39.63,0.396191
S01019140,Auchterarder - 02,831,60.23,0.602277
S01019141,Auchterarder - 03,833,95.92,0.959307
S01019142,Auchterarder - 04,1086,35.1,0.351114
S01019143,Auchterarder - 05,1004,158.26,1.582487
S01019144,Auchterarder - 06,997,29.74,0.297402
S01019145,"Comrie, Gilmerton and St Fillans - 01",591,4181.54,41.815403
S01019146,"Comrie, Gilmerton and St Fillans - 02",1095,20700.51,207.005187
S01019147,"Comrie, Gilmerton and St Fillans - 03",833,2027.13,20.271321
S01019148,"Comrie, Gilmerton and St Fillans - 04",523,13219.03,132.190274
S01019149,"Comrie, Gilmerton and St Fillans - 05",475,6511.63,65.116219
S01019150,Crieff North - 01,920,76.77,0.767655
S01019151,Crieff North - 02,695,47.31,0.473141
S01019152,Crieff North - 03,846,41.21,0.411995
S01019153,Crieff North - 04,575,34.4,0.344101
S01019154,Crieff South - 01,769,18.21,0.182082
S01019155,Crieff South - 02,995,32.85,0.32866
S01019156,Crieff South - 03,852,22.72,0.227137
S01019157,Crieff South - 04,773,33.77,0.337515
S01019158,Crieff South - 05,797,423.81,4.238028
S01019159,Almondbank and Pitcairngreen - 01,1087,6035.27,60.352773
S01019160,Almondbank and Pitcairngreen - 02,910,6809.43,68.09418
S01019161,Almondbank and Pitcairngreen - 03,760,2829.34,28.293362
S01019162,Almondbank and Pitcairngreen - 04,629,65.64,0.656398
S01019163,Almondbank and Pitcairngreen - 05,713,93.37,0.93373
S01019164,"Glenfarg, Dunning and Rhynd - 01",504,6757.28,67.572869
S01019165,"Glenfarg, Dunning and Rhynd - 02",986,1237.83,12.378184
S01019166,"Glenfarg, Dunning and Rhynd - 03",592,1960.69,19.606952
S01019167,"Glenfarg, Dunning and Rhynd - 04",854,1697.87,16.978746
S01019168,"Glenfarg, Dunning and Rhynd - 05",573,346.89,3.468937
S01019169,"Glenfarg, Dunning and Rhynd - 06",589,5041.55,50.415578
S01019170,Bridge of Earn and Abernethy - 01,918,50.17,0.501786
S01019171,Bridge of Earn and Abernethy - 02,904,27.79,0.277891
S01019172,Bridge of Earn and Abernethy - 03,943,18.26,0.18261
S01019173,Bridge of Earn and Abernethy - 04,460,2194.66,21.946592
S01019174,Bridge of Earn and Abernethy - 05,453,4607.51,46.0751
S01019175,Bridge of Earn and Abernethy - 06,716,643.03,6.430249
S01019176,Bridge of Earn and Abernethy - 07,795,37.22,0.372091
S01019177,Upper Craigie and Friarton - 01,585,13.72,0.137116
S01019178,Upper Craigie and Friarton - 02,829,22.46,0.224636
S01019179,Upper Craigie and Friarton - 03,835,28.45,0.284508
S01019180,Upper Craigie and Friarton - 04,631,22.82,0.228249
S01019181,Upper Craigie and Friarton - 05,1071,106.02,1.060147
S01019182,Viewlands and Craigie - 01,871,13.78,0.1378
S01019183,Viewlands and Craigie - 02,1095,61.03,0.61038
S01019184,Viewlands and Craigie - 03,600,28.31,0.283074
S01019185,Viewlands and Craigie - 04,576,20.57,0.205802
S01019186,Viewlands and Craigie - 05,858,18.15,0.181505
S01019187,Viewlands and Craigie - 06,1061,29.25,0.292437
S01019188,Viewlands and Craigie - 07,708,33.21,0.33198
S01019189,"Burghmuir, Oakbank and Cherrybank - 01",582,15.94,0.159379
S01019190,"Burghmuir, Oakbank and Cherrybank - 02",723,49.9,0.499046
S01019191,"Burghmuir, Oakbank and Cherrybank - 03",715,27.81,0.278194
S01019192,"Burghmuir, Oakbank and Cherrybank - 04",1088,42.32,0.423217
S01019193,"Burghmuir, Oakbank and Cherrybank - 05",1004,46.49,0.465005
S01019194,"Burghmuir, Oakbank and Cherrybank - 06",841,30.82,0.308157
S01019195,Western Edge - 01,773,20.52,0.205211
S01019196,Western Edge - 02,678,23.08,0.230946
S01019197,Western Edge - 03,377,18.91,0.189186
S01019198,Western Edge - 04,677,14.27,0.142626
S01019199,Western Edge - 05,751,39.97,0.399646
S01019200,Western Edge - 06,1025,16.22,0.162297
S01019201,Western Edge - 07,592,30.76,0.307599
S01019202,Western Edge - 08,565,29.31,0.293159
S01019203,Letham - 01,829,10.16,0.101665
S01019204,Letham - 02,627,14.36,0.143506
S01019205,Letham - 03,675,11.93,0.119276
S01019206,Letham - 04,907,14.49,0.144878
S01019207,Letham - 05,833,12.64,0.126367
S01019208,Letham - 06,478,9.49,0.094956
S01019209,Letham - 07,526,11.41,0.114124
S01019210,Tulloch and Inveralmond - 01,871,10.28,0.102817
S01019211,Tulloch and Inveralmond - 02,870,29.65,0.296602
S01019212,Tulloch and Inveralmond - 03,575,12.3,0.123065
S01019213,Tulloch and Inveralmond - 04,648,10.54,0.105459
S01019214,Tulloch and Inveralmond - 05,914,42.83,0.428316
S01019215,Tulloch and Inveralmond - 06,405,5.91,0.059157
S01019216,Tulloch and Inveralmond - 07,790,150.18,1.501646
S01019217,North Muirton - 01,648,52.24,0.522335
S01019218,North Muirton - 02,587,7.14,0.071417
S01019219,North Muirton - 03,592,49.1,0.491031
S01019220,North Muirton - 04,586,21.89,0.219077
S01019221,North Muirton - 05,652,10.69,0.106818
S01019222,Muirton - 01,843,11.17,0.111737
S01019223,Muirton - 02,672,8.76,0.087639
S01019224,Muirton - 03,555,10.14,0.101346
S01019225,Muirton - 04,805,29.66,0.296634
S01019226,North Inch - 01,624,17.36,0.173734
S01019227,North Inch - 02,573,8.95,0.089499
S01019228,North Inch - 03,740,49.65,0.496561
S01019229,North Inch - 04,815,10.47,0.104649
S01019230,Central and South Inch - 01,589,38.45,0.384495
S01019231,Central and South Inch - 02,672,5.84,0.058429
S01019232,Central and South Inch - 03,555,6.04,0.060349
S01019233,Central and South Inch - 04,715,9.8,0.098047
S01019234,Central and South Inch - 05,831,14.63,0.146418
S01019235,Central and South Inch - 06,599,7.25,0.072426
S01019236,Central and South Inch - 07,576,8.55,0.085423
S01019237,Gannochy and Walnut Grove - 01,492,312.12,3.121234
S01019238,Gannochy and Walnut Grove - 02,742,74.53,0.745229
S01019239,Gannochy and Walnut Grove - 03,724,46.36,0.463582
S01019240,Gannochy and Walnut Grove - 04,490,20.23,0.202382
S01019241,Gannochy and Walnut Grove - 05,1138,60.24,0.602503
S01019242,Scone - 01,884,53.05,0.530438
S01019243,Scone - 02,739,24.46,0.244725
S01019244,Scone - 03,801,34.28,0.342781
S01019245,Scone - 04,797,32.49,0.32484
S01019246,Scone - 05,786,877,8.769934
S01019247,Scone - 06,499,11.22,0.112215
S01019248,Scone - 07,917,23.38,0.233768
S01019249,"Guildtown, Balbeggie and St Madoes - 01",1016,37.04,0.370432
S01019250,"Guildtown, Balbeggie and St Madoes - 02",549,2079.08,20.790851
S01019251,"Guildtown, Balbeggie and St Madoes - 03",766,2145.89,21.458941
S01019252,"Guildtown, Balbeggie and St Madoes - 04",483,3930,39.300022
S01019253,"Guildtown, Balbeggie and St Madoes - 05",863,3844.37,38.443605
S01019254,Errol and Inchture - 01,490,2733.86,27.338653
S01019255,Errol and Inchture - 02,865,22.19,0.222009
S01019256,Errol and Inchture - 03,700,23.7,0.237096
S01019257,Errol and Inchture - 04,593,1166.67,11.666754
S01019258,Errol and Inchture - 05,636,16.56,0.165577
S01019259,Errol and Inchture - 06,1011,1207.47,12.074748
S01019260,"Invergowrie, Longforgan and Abernyte - 01",763,43.16,0.431659
S01019261,"Invergowrie, Longforgan and Abernyte - 02",703,481.47,4.814645
S01019262,"Invergowrie, Longforgan and Abernyte - 03",1236,4681.71,46.81717
S01019263,"Invergowrie, Longforgan and Abernyte - 04",981,35.62,0.356008
S01019264,Coupar Angus and Meigle - 01,504,29.05,0.290505
S01019265,Coupar Angus and Meigle - 02,1040,44.34,0.443514
S01019266,Coupar Angus and Meigle - 03,927,589.36,5.893684
S01019267,Coupar Angus and Meigle - 04,880,7546.14,75.461265
S01019268,Coupar Angus and Meigle - 05,694,1649.63,16.496398
S01019269,Coupar Angus and Meigle - 06,1015,1929.75,19.297432
S01019270,Alyth - 01,448,1446.07,14.460792
S01019271,Alyth - 02,734,36.41,0.364063
S01019272,Alyth - 03,1025,6339.15,63.391481
S01019273,Alyth - 04,839,24.19,0.241803
S01019274,"Blair Atholl, Strathardle and Glenshee - 01",434,2139.22,21.392297
S01019275,"Blair Atholl, Strathardle and Glenshee - 02",1003,82079.63,820.796258
S01019276,"Blair Atholl, Strathardle and Glenshee - 03",1151,21051.95,210.519431
S01019277,"Blair Atholl, Strathardle and Glenshee - 04",598,19411.91,194.119069
S01019278,"Blair Atholl, Strathardle and Glenshee - 05",538,3610.16,36.101518
S01019279,Blairgowrie South (Ardblair and Rosemout) - 01,988,51.81,0.518056
S01019280,Blairgowrie South (Ardblair and Rosemout) - 02,675,27.31,0.27304
S01019281,Blairgowrie South (Ardblair and Rosemout) - 03,1101,146.42,1.464193
S01019282,Rattray - 01,698,54.77,0.5477
S01019283,Rattray - 02,610,29.03,0.290305
S01019284,Rattray - 03,825,36.74,0.367588
S01019285,Rattray - 04,973,28.34,0.283209
S01019286,Blairgowrie Central - 01,760,31.9,0.319072
S01019287,Blairgowrie Central - 02,978,49.44,0.49428
S01019288,Blairgowrie Central - 03,1003,47.86,0.478506
S01019289,Blairgowrie Central - 04,730,14.93,0.149386
S01019290,"Bankfoot, Stanley and Murthly - 01",496,3386.65,33.866479
S01019291,"Bankfoot, Stanley and Murthly - 02",649,3456.28,34.562757
S01019292,"Bankfoot, Stanley and Murthly - 03",461,14.44,0.144406
S01019293,"Bankfoot, Stanley and Murthly - 04",826,51.84,0.518358
S01019294,"Bankfoot, Stanley and Murthly - 05",569,38.9,0.388985
S01019295,"Bankfoot, Stanley and Murthly - 06",614,3202.49,32.024916
S01019296,"Bankfoot, Stanley and Murthly - 07",439,27.4,0.273959
S01019297,"Bankfoot, Stanley and Murthly - 08",649,28.98,0.289834
S01019298,Luncarty and Bertha Park - 01,912,613.64,6.136351
S01019299,Luncarty and Bertha Park - 02,786,40.76,0.40759
S01019300,Luncarty and Bertha Park - 03,707,1160.93,11.609196
S01019301,Amulree and Dunkeld - 01,766,29.75,0.297491
S01019302,Amulree and Dunkeld - 02,534,22.56,0.225541
S01019303,Amulree and Dunkeld - 03,825,10431.7,104.317075
S01019304,Amulree and Dunkeld - 04,785,2975.78,29.75783
S01019305,Amulree and Dunkeld - 05,988,28511.16,285.111393
S01019306,Pitlochry - 01,617,8215.76,82.157667
S01019307,Pitlochry - 02,1222,136.54,1.365318
S01019308,Pitlochry - 03,1046,71.86,0.718538
S01019309,Pitlochry - 04,674,1790.42,17.904298
S01019310,Rannoch and Aberfeldy - 01,639,15320.35,153.203339
S01019311,Rannoch and Aberfeldy - 02,1069,85.43,0.854422
S01019312,Rannoch and Aberfeldy - 03,947,2917.17,29.171739
S01019313,Rannoch and Aberfeldy - 04,634,40156.32,401.56327
S01019314,Rannoch and Aberfeldy - 05,511,79352.2,793.521985
S01019315,Rannoch and Aberfeldy - 06,550,14796.84,147.968328
S01019316,Lochwinnoch - 01,979,43.2,0.432016
S01019317,Lochwinnoch - 02,628,19.42,0.194223
S01019318,Lochwinnoch - 03,512,18.53,0.185267
S01019319,Lochwinnoch - 04,647,16.75,0.16755
S01019320,Renfrewshire Rural South and Howwood - 01,441,5395.3,53.953025
S01019321,Renfrewshire Rural South and Howwood - 02,852,27.19,0.271971
S01019322,Renfrewshire Rural South and Howwood - 03,785,19.23,0.192213
S01019323,Renfrewshire Rural South and Howwood - 04,1079,20.89,0.208945
S01019324,Renfrewshire Rural South and Howwood - 05,932,3796.33,37.96327
S01019325,Dargavel - 01,804,16.29,0.162823
S01019326,Dargavel - 02,869,11.94,0.119451
S01019327,Dargavel - 03,775,14.85,0.148488
S01019328,Dargavel - 04,762,23.9,0.239047
S01019329,Dargavel - 05,766,12.49,0.12486
S01019330,Dargavel - 06,969,12.42,0.124208
S01019331,Renfrewshire Rural North and Langbank - 01,895,42.9,0.428891
S01019332,Renfrewshire Rural North and Langbank - 02,1206,2059.61,20.595964
S01019333,Renfrewshire Rural North and Langbank - 03,640,1233.13,12.33133
S01019334,Renfrewshire Rural North and Langbank - 04,716,3362.29,33.622942
S01019335,Renfrewshire Rural North and Langbank - 05,608,24.92,0.249239
S01019336,Renfrewshire Rural North and Langbank - 06,638,35.41,0.354055
S01019337,Renfrewshire Rural North and Langbank - 07,598,3857.83,38.578333
S01019338,Kilbarchan - 01,800,18.47,0.184696
S01019339,Kilbarchan - 02,757,28.59,0.285886
S01019340,Kilbarchan - 03,834,29.36,0.293574
S01019341,Kilbarchan - 04,775,26.44,0.264382
S01019342,Johnstone South West - 01,531,40.48,0.404842
S01019343,Johnstone South West - 02,632,9.68,0.096818
S01019344,Johnstone South West - 03,858,27.12,0.271131
S01019345,Johnstone South West - 04,1008,22.03,0.220283
S01019346,Johnstone South West - 05,641,24.04,0.240408
S01019347,Johnstone South West - 06,871,16.87,0.168804
S01019348,Johnstone South West - 07,578,13.44,0.134376
S01019349,Johnstone South West - 08,626,14.3,0.143037
S01019350,Johnstone North West - 01,870,32.25,0.322554
S01019351,Johnstone North West - 02,900,24.36,0.243784
S01019352,Johnstone North West - 03,1063,24.51,0.245019
S01019353,Johnstone North West - 04,684,17.92,0.17926
S01019354,Johnstone North East - 01,746,13.54,0.135526
S01019355,Johnstone North East - 02,747,46.29,0.463087
S01019356,Johnstone North East - 03,594,12.56,0.12562
S01019357,Johnstone North East - 04,884,26.21,0.262073
S01019358,Johnstone North East - 05,533,119.68,1.196719
S01019359,Johnstone South East - 01,798,23.39,0.233866
S01019360,Johnstone South East - 02,819,20.99,0.209837
S01019361,Johnstone South East - 03,625,12.67,0.1266
S01019362,Johnstone South East - 04,903,13.32,0.133223
S01019363,Johnstone South East - 05,707,25.82,0.25803
S01019364,Elderslie and Phoenix - 01,755,21.27,0.212647
S01019365,Elderslie and Phoenix - 02,654,21.82,0.218068
S01019366,Elderslie and Phoenix - 03,787,15.9,0.159041
S01019367,Elderslie and Phoenix - 04,831,22.6,0.226005
S01019368,Elderslie and Phoenix - 05,906,31.45,0.314633
S01019369,Elderslie and Phoenix - 06,797,18.13,0.181193
S01019370,Elderslie and Phoenix - 07,622,95.04,0.950373
S01019371,Paisley Ferguslie - 01,556,16.43,0.16435
S01019372,Paisley Ferguslie - 02,642,10.04,0.10053
S01019373,Paisley Ferguslie - 03,655,15.59,0.155982
S01019374,Paisley Ferguslie - 04,956,15.08,0.150951
S01019375,Paisley Ferguslie - 05,512,12.7,0.127025
S01019376,Paisley Ferguslie - 06,473,52.02,0.520219
S01019377,Paisley Ferguslie - 07,396,40.5,0.405032
S01019378,Paisley North West - 01,675,8.63,0.086327
S01019379,Paisley North West - 02,728,5.64,0.056431
S01019380,Paisley North West - 03,577,5.88,0.058799
S01019381,Paisley North West - 04,601,10.07,0.100645
S01019382,Paisley North West - 05,530,30.52,0.305229
S01019383,Paisley North West - 06,936,28.41,0.284068
S01019384,Paisley West - 01,645,13.13,0.131305
S01019385,Paisley West - 02,603,13.11,0.131199
S01019386,Paisley West - 03,795,15.2,0.152033
S01019387,Paisley West - 04,785,20.14,0.201449
S01019388,Paisley West - 05,883,22.71,0.22717
S01019389,Paisley West - 06,819,18.33,0.183326
S01019390,Paisley West - 07,769,17.13,0.17122
S01019391,Paisley Foxbar - 01,767,12.2,0.121848
S01019392,Paisley Foxbar - 02,572,10.3,0.10293
S01019393,Paisley Foxbar - 03,704,18.88,0.18875
S01019394,Paisley Foxbar - 04,518,12.89,0.128763
S01019395,Paisley Foxbar - 05,688,14.54,0.145502
S01019396,Paisley Foxbar - 06,836,18.1,0.181057
S01019397,Paisley Foxbar - 07,854,28.93,0.289223
S01019398,Paisley South West - 01,656,30.85,0.308588
S01019399,Paisley South West - 02,789,38.14,0.381444
S01019400,Paisley South West - 03,817,28,0.279865
S01019401,Paisley South West - 04,495,9.15,0.091526
S01019402,Paisley South West - 05,463,9.65,0.096526
S01019403,Paisley South West - 06,411,8.63,0.086323
S01019404,Paisley South West - 07,813,27.89,0.278951
S01019405,Paisley Glenburn West - 01,1021,18.67,0.186561
S01019406,Paisley Glenburn West - 02,844,17.33,0.173438
S01019407,Paisley Glenburn West - 03,734,10.55,0.105492
S01019408,Paisley Glenburn West - 04,584,12.38,0.123831
S01019409,Paisley Glenburn West - 05,781,18.94,0.189316
S01019410,Paisley Glenburn East - 01,643,18.2,0.18195
S01019411,Paisley Glenburn East - 02,648,9.62,0.096196
S01019412,Paisley Glenburn East - 03,710,24.52,0.245144
S01019413,Paisley Glenburn East - 04,646,15.12,0.151271
S01019414,Paisley Glenburn East - 05,881,15.95,0.159549
S01019415,Paisley South - 01,863,30.14,0.301394
S01019416,Paisley South - 02,1062,29.88,0.298822
S01019417,Paisley South - 03,1021,28.46,0.284632
S01019418,Paisley South - 04,707,55.6,0.555979
S01019419,Paisley South East - 01,753,6.55,0.065692
S01019420,Paisley South East - 02,1006,13.1,0.131051
S01019421,Paisley South East - 03,841,19.61,0.196153
S01019422,Paisley South East - 04,735,12.98,0.12973
S01019423,Paisley South East - 05,723,13.9,0.139044
S01019424,Paisley South East - 06,979,20.89,0.208857
S01019425,Paisley South East - 07,787,44.98,0.449913
S01019426,Paisley Dykebar - 01,533,9.9,0.099057
S01019427,Paisley Dykebar - 02,648,13.02,0.130239
S01019428,Paisley Dykebar - 03,754,27.11,0.271103
S01019429,Paisley Dykebar - 04,800,15.6,0.155935
S01019430,Paisley Dykebar - 05,569,13.35,0.133525
S01019431,Paisley Dykebar - 06,701,16.49,0.16502
S01019432,Paisley East - 01,1121,81.3,0.812944
S01019433,Paisley East - 02,1099,27.51,0.275173
S01019434,Paisley East - 03,737,22.38,0.223839
S01019435,Paisley East - 04,553,19.32,0.193235
S01019436,Paisley East - 05,436,8.25,0.082473
S01019437,Paisley East - 06,821,8.71,0.087151
S01019438,Paisley Central East - 01,730,29.71,0.297039
S01019439,Paisley Central East - 02,989,24.08,0.240786
S01019440,Paisley Central East - 03,609,12.55,0.125569
S01019441,Paisley Central East - 04,575,10.13,0.101243
S01019442,Paisley Central West - 01,666,9.32,0.093075
S01019443,Paisley Central West - 02,1097,22.1,0.221041
S01019444,Paisley Central West - 03,1330,16.27,0.162784
S01019445,Paisley Central West - 04,831,10,0.100147
S01019446,Paisley Central West - 05,616,13.58,0.135817
S01019447,Paisley North East - 01,1040,20.09,0.201008
S01019448,Paisley North East - 02,920,7.41,0.074033
S01019449,Paisley North East - 03,765,3.3,0.033016
S01019450,Paisley North East - 04,882,23.27,0.232659
S01019451,Paisley North East - 05,909,16.81,0.168064
S01019452,Paisley North East - 06,909,18.55,0.185343
S01019453,Paisley North East - 07,556,118.29,1.182796
S01019454,Paisley Ralston - 01,919,24.83,0.248272
S01019455,Paisley Ralston - 02,874,28.23,0.282389
S01019456,Paisley Ralston - 03,836,25.96,0.259627
S01019457,Paisley Ralston - 04,1002,19.63,0.19621
S01019458,Paisley Ralston - 05,992,24.83,0.248387
S01019459,Paisley Gallowhill and Hillington - 01,900,17.51,0.175048
S01019460,Paisley Gallowhill and Hillington - 02,742,12.08,0.12067
S01019461,Paisley Gallowhill and Hillington - 03,622,8.61,0.086011
S01019462,Paisley Gallowhill and Hillington - 04,848,38.52,0.385213
S01019463,Paisley Gallowhill and Hillington - 05,886,18.94,0.189555
S01019464,Paisley Gallowhill and Hillington - 06,556,16.43,0.164338
S01019465,Paisley Gallowhill and Hillington - 07,633,10.51,0.105166
S01019466,Paisley North - 01,921,77.87,0.778861
S01019467,Paisley North - 02,683,11.98,0.11981
S01019468,Paisley North - 03,899,62.66,0.626483
S01019469,Paisley North - 04,691,14.27,0.142714
S01019470,Paisley North - 05,583,8.51,0.085076
S01019471,Paisley North - 06,1048,16.05,0.160642
S01019472,Paisley North - 07,1014,377.77,3.777633
S01019473,Renfrew West - 01,829,13.76,0.137576
S01019474,Renfrew West - 02,1005,17.16,0.171613
S01019475,Renfrew West - 03,885,19.42,0.194194
S01019476,Renfrew West - 04,566,6.65,0.066387
S01019477,Renfrew West - 05,696,19.87,0.198711
S01019478,Renfrew South West - 01,489,26.58,0.265842
S01019479,Renfrew South West - 02,619,14.71,0.14704
S01019480,Renfrew South West - 03,421,5.6,0.055891
S01019481,Renfrew South West - 04,1124,80.77,0.807595
S01019482,Renfrew South East - 01,596,9.78,0.097853
S01019483,Renfrew South East - 02,794,19.03,0.190438
S01019484,Renfrew South East - 03,1123,20.71,0.207109
S01019485,Renfrew South East - 04,988,13.64,0.136525
S01019486,Renfrew South East - 05,615,6.51,0.065121
S01019487,Renfrew South East - 06,652,38.99,0.389915
S01019488,Renfrew East - 01,859,30.48,0.304789
S01019489,Renfrew East - 02,657,14.05,0.140476
S01019490,Renfrew East - 03,710,16.21,0.161959
S01019491,Renfrew East - 04,597,9.14,0.091326
S01019492,Renfrew East - 05,529,10.04,0.100319
S01019493,Renfrew East - 06,526,14.09,0.140858
S01019494,Renfrew East - 07,635,20.94,0.209271
S01019495,Renfrew East - 08,700,20,0.199877
S01019496,Renfrew North West - 01,624,15.14,0.151513
S01019497,Renfrew North West - 02,1054,12.68,0.126812
S01019498,Renfrew North West - 03,914,8.27,0.082691
S01019499,Renfrew North West - 04,683,11.68,0.116753
S01019500,Renfrew North West - 05,610,126.07,1.260754
S01019501,Renfrew North East - 01,779,388.17,3.881678
S01019502,Renfrew North East - 02,724,8.54,0.085403
S01019503,Renfrew North East - 03,669,8.37,0.083567
S01019504,Renfrew North East - 04,629,11.09,0.110829
S01019505,Renfrew North East - 05,676,9.59,0.095865
S01019506,Erskine East and Inchinnan - 01,570,285.9,2.858857
S01019507,Erskine East and Inchinnan - 02,576,11.43,0.114404
S01019508,Erskine East and Inchinnan - 03,499,8.19,0.081818
S01019509,Erskine East and Inchinnan - 04,693,22.52,0.225247
S01019510,Erskine East and Inchinnan - 05,558,25.37,0.253707
S01019511,Erskine East and Inchinnan - 06,566,9.3,0.092976
S01019512,Erskine East and Inchinnan - 07,479,12.62,0.126242
S01019513,Erskine East and Inchinnan - 08,1020,27.45,0.274342
S01019514,Erskine East and Inchinnan - 09,499,14.22,0.142164
S01019515,Erskine Central - 01,683,9.53,0.095302
S01019516,Erskine Central - 02,828,87.58,0.875845
S01019517,Erskine Central - 03,663,17.47,0.174797
S01019518,Erskine Central - 04,586,10.88,0.108769
S01019519,Erskine Central - 05,707,11.65,0.116426
S01019520,Erskine Central - 06,555,16.33,0.163278
S01019521,Erskine Central - 07,692,42.02,0.420146
S01019522,Erskine West - 01,652,26.47,0.264677
S01019523,Erskine West - 02,612,22.47,0.224708
S01019524,Erskine West - 03,769,20.27,0.202591
S01019525,Erskine West - 04,915,34.44,0.344419
S01019526,Erskine West - 05,1028,14.32,0.143247
S01019527,Erskine West - 06,743,10.66,0.106449
S01019528,Erskine West - 07,767,12.69,0.126831
